id,name,featured,enabled,date_created
52d0eeff-73ce-4080-969c-ce87c48fdc3f,👶  Kids,1,1,2024-05-25 20:19:53.425729
779b989f-4a59-47a4-8942-42fe40b42057,🛏  Yard Sale,1,1,2024-05-25 20:20:00.598333
d13e8a25-9805-4ea6-a931-393bfb67ba5e,🏠  Home,0,1,2024-05-25 20:19:57.268263
f06c02ae-6d0b-407a-a8c7-4a1d4b5a1dca,🙋‍♀️  Women,1,1,2024-05-25 20:19:47.407424
f79f62de-ecde-4061-b840-80de85f3945e,🙋‍♂️  Men,1,1,2024-05-25 20:19:43.804051
