id,redirect_screen,enabled,slider_image
00f28387-7cf6-409e-8a42-753c1d153f0a,/shop/add-item,0,http://res.cloudinary.com/dgjflputx/image/upload/v1716597807/puomdiyqsbaner1cajxj.png
29ade5e5-2c66-4843-83d9-89e737541312,/profile/account,1,http://res.cloudinary.com/dgjflputx/image/upload/v1716562512/dokjs1yr8d7fcqp30ksj.png
309e7871-1e70-43c9-a7d2-dc2ede0a70e3,/cms?slug=my-sold-guide,1,http://res.cloudinary.com/dgjflputx/image/upload/v1716554469/cbd6stjtwf7jkb8orlzg.png
97e01a0a-574f-4ee4-b20f-70dd7632b64a,/shop/add-item,1,http://res.cloudinary.com/dicdaab7s/image/upload/v1716823709/Sold-Slider/k5q3disefyclmcyzffiq.png
ca3663fc-320c-4906-bf57-ebaa228e5e00,/shop/add-item,1,http://res.cloudinary.com/dgjflputx/image/upload/v1716554337/cwex8jx4hruu5bzwyvkx.png
e0fc44a8-18e8-415e-951e-4782a81b860c,/cms?slug=sold-guide,1,http://res.cloudinary.com/dgjflputx/image/upload/v1716597816/nw30mhle6uolonlwlpn6.png
