id,name,parent_id,sub_categories,featured,date_created
34fd68a6-fa07-48b4-94c0-ef373014a7a9,👗  Clothes,f06c02ae-6d0b-407a-a8c7-4a1d4b5a1dca,"[""Coat and Jacket"", ""Sweat and Hoodies"", ""Blazer and Costume"", ""Dresses"", ""Skirt"", ""Top and T-shirt"", ""Jeans"", ""Trousers and Leggings"", ""Shorts"", ""Combi and Combishorts"", ""Swimsuits"", ""Pyjamas"", ""Lingeries"", ""Maternity"", ""Sportwear"", ""Costume "", ""Other""]",0,2024-05-27 12:07:02.058591
921c8085-a42d-4281-a5bc-b5eeeeb3fb23,👒  Accessories,f79f62de-ecde-4061-b840-80de85f3945e,"[""Coat and Jacket"", ""Sweat and Hoodies"", ""Blazer and Costume"", ""Dresses"", ""Skirt"", ""Top and T-shirt"", ""Jeans"", ""Trousers and Leggings"", ""Shorts"", ""Combi and Combishorts"", ""Swimsuits"", ""Pyjamas"", ""Lingeries"", ""Maternity"", ""Sportwear"", ""Costume "", ""Other""]",0,2024-05-27 12:15:44.352951
9bea550c-c5a7-4114-9191-51e889cd3064,💄  Beauty,f06c02ae-6d0b-407a-a8c7-4a1d4b5a1dca,"[""Coat and Jacket"", ""Sweat and Hoodies"", ""Blazer and Costume"", ""Dresses"", ""Skirt"", ""Top and T-shirt"", ""Jeans"", ""Trousers and Leggings"", ""Shorts"", ""Combi and Combishorts"", ""Swimsuits"", ""Pyjamas"", ""Lingeries"", ""Maternity"", ""Sportwear"", ""Costume "", ""Other""]",0,2024-05-27 12:15:58.569756
9e34360e-346e-4fc8-a508-0b34da32898e,👗  Clothes,f79f62de-ecde-4061-b840-80de85f3945e,"[""Coat and Jacket"", ""Sweat and Hoodies"", ""Blazer and Costume"", ""Dresses"", ""Skirt"", ""Top and T-shirt"", ""Jeans"", ""Trousers and Leggings"", ""Shorts"", ""Combi and Combishorts"", ""Swimsuits"", ""Pyjamas"", ""Lingeries"", ""Maternity"", ""Sportwear"", ""Costume "", ""Other""]",0,2024-05-27 12:06:26.337786
a728dc24-d91d-461a-9839-c738eec91916,👒  Accessories,f06c02ae-6d0b-407a-a8c7-4a1d4b5a1dca,"[""Coat and Jacket"", ""Sweat and Hoodies"", ""Blazer and Costume"", ""Dresses"", ""Skirt"", ""Top and T-shirt"", ""Jeans"", ""Trousers and Leggings"", ""Shorts"", ""Combi and Combishorts"", ""Swimsuits"", ""Pyjamas"", ""Lingeries"", ""Maternity"", ""Sportwear"", ""Costume "", ""Other""]",0,2024-05-27 12:15:49.092550
