id,title,image_url
2c326150-a91e-4a14-a6e3-fd48869e6d5c,Exercise,https://res.cloudinary.com/dzlpfklig/image/upload/v1697576453/app-assets/exercise/Shutterstock_1316415629_1_zfzmjp.png
580863eb-4cf2-44c0-aeb3-6e33b8fb43eb,Diagnostic Tests,https://res.cloudinary.com/dzlpfklig/image/upload/v1697841725/app-assets/Diagnostic%20test/medical-doctor-girl-working-with-microscope-young-female-scientist-doing-vaccine-research_1157-48128.jpg_hvwcs3.avif
7a4ee07e-cf31-4abd-a5c3-5ce367051685,Nutrition,https://res.cloudinary.com/dzlpfklig/image/upload/v1697712028/app-assets/nutrition/59164c6f35df5cada9c8ac5a80b506fb_rgfetv.png
7eaba235-5dc2-4366-87a3-aaefab8ce24a,Medical Treatments,https://res.cloudinary.com/dzlpfklig/image/upload/v1697746836/app-assets/Medical%20Treatments/85a60f67b1e99f4dbc1da7867a298402_nlz12m.jpg
